repo,month,PullRequestEvent,PushEvent,CreateEvent,IssueCommentEvent,DeleteEvent,PullRequestReviewEvent,IssuesEvent,ForkEvent,PullRequestReviewCommentEvent,MemberEvent,GollumEvent,CommitCommentEvent,DiscussionEvent,ReleaseEvent,WatchEvent,total
hyperledger/hyperledger-rocket-chat-hubot,2019-10,3,1,0,0,0,0,0,2,0,0,0,0,0,0,0,6
hyperledger/hyperledger-rocket-chat-hubot,2019-12,3,2,0,3,0,0,0,1,0,0,0,0,0,0,0,9
hyperledger/hyperledger-rocket-chat-hubot,2020-01,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,5
hyperledger/hyperledger-rocket-chat-hubot,2020-04,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4
hyperledger/hyperledger-rocket-chat-hubot,2020-05,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,6
hyperledger/hyperledger-rocket-chat-hubot,2020-06,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,6
hyperledger/hyperledger-rocket-chat-hubot,2021-01,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2
hyperledger/hyperledger-rocket-chat-hubot,2021-02,6,4,3,0,3,0,0,0,0,0,0,0,0,0,0,16
hyperledger/hyperledger-rocket-chat-hubot,2021-03,6,4,3,0,3,0,0,0,0,0,0,0,0,0,0,16
hyperledger/tsc,2020-03,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,5
hyperledger/tsc,2020-05,7,2,0,8,0,0,0,1,13,0,0,0,0,0,0,31
hyperledger/tsc,2020-07,2,7,1,0,1,0,0,2,0,0,0,0,0,0,0,13
hyperledger/tsc,2020-09,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4
hyperledger/tsc,2020-10,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,11
hyperledger/tsc,2021-04,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5
hyperledger/tsc,2021-05,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3
hyperledger/tsc,2021-07,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,3
hyperledger/tsc,2021-08,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3
hyperledger/tsc,2021-09,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
hyperledger/tsc,2021-10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
hyperledger/tsc,2021-11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
hyperledger/tsc,2021-12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/tsc,2022-01,2,0,0,1,0,0,2,0,0,0,0,0,0,0,0,5
hyperledger/tsc,2022-02,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,6
hyperledger/tsc,2022-03,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,5
hyperledger/tsc,2022-04,0,0,0,1,0,3,1,0,3,0,0,0,0,0,0,8
hyperledger/tsc,2022-05,3,3,1,0,1,4,4,1,1,0,0,0,0,0,0,18
hyperledger/tsc,2022-06,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3
hyperledger/tsc,2022-07,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2
hyperledger/ursa,2019-05,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
hyperledger/ursa,2019-09,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/ursa,2019-11,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2
hyperledger/ursa,2019-12,4,1,0,6,0,0,0,2,3,0,0,0,0,0,0,16
hyperledger/ursa,2020-01,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
hyperledger/ursa,2020-06,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4
hyperledger/ursa,2020-09,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
hyperledger/ursa,2021-02,6,4,2,2,3,0,0,1,0,0,0,0,0,0,0,18
hyperledger/ursa,2021-03,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,7
hyperledger/ursa,2021-04,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,4
hyperledger/ursa,2021-05,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,6
hyperledger/ursa,2021-08,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
hyperledger/ursa,2021-09,3,2,2,8,1,0,0,0,0,0,0,0,0,0,0,16
hyperledger/ursa,2022-04,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,5
hyperledger/ursa,2022-08,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
hyperledger/ursa,2023-02,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
hyperledger/ursa,2023-03,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,7
hyperledger/ursa,2023-04,4,8,0,1,1,3,1,0,3,0,0,0,0,0,0,21
hyperledger/ursa,2023-05,2,3,1,0,2,0,0,0,0,0,0,0,0,0,0,8
pq-code-package/tsc,2024-03,14,25,8,12,7,0,7,0,0,0,0,0,0,0,0,73
pq-code-package/tsc,2024-05,4,1,1,1,1,0,1,0,0,0,0,0,0,0,0,9
pq-code-package/tsc,2024-06,5,3,1,0,2,1,0,0,0,0,0,0,0,0,0,12
pq-code-package/tsc,2024-08,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2
pq-code-package/tsc,2024-09,4,1,2,0,1,0,0,0,0,0,0,0,0,0,0,8
pq-code-package/tsc,2024-10,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2
pq-code-package/tsc,2024-11,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,5
pq-code-package/tsc,2025-02,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2
pq-code-package/tsc,2025-05,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2
pq-code-package/tsc,2025-06,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
pq-code-package/tsc,2025-08,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
pq-code-package/tsc,2025-09,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
pq-code-package/tsc,2025-10,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2
PQCA/TAC,2024-02,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3
PQCA/TAC,2024-03,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
PQCA/TAC,2024-04,8,11,2,7,1,3,1,1,3,0,0,0,0,0,0,37
PQCA/TAC,2024-05,0,0,0,2,0,3,1,0,3,0,0,0,0,0,0,9
PQCA/TAC,2024-06,0,1,0,2,0,0,2,0,0,0,0,0,0,0,0,5
PQCA/TAC,2024-07,1,1,0,5,1,0,0,0,0,0,0,0,0,0,0,8
PQCA/TAC,2024-08,1,6,0,4,1,0,0,0,0,0,0,0,0,0,0,12
PQCA/TAC,2024-09,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
PQCA/TAC,2024-11,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3
PQCA/TAC,2025-02,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,4
PQCA/TAC,2025-06,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
PQCA/TAC,2025-07,2,8,0,2,1,1,0,0,0,0,0,0,0,0,0,14
PQCA/TAC,2025-08,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,7
PQCA/TAC,2025-09,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,6
PQCA/TAC,2025-10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
PQCA/TAC,2025-11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
hyperledger-labs/blockchain-carbon-accounting,2020-11,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4
hyperledger-labs/blockchain-carbon-accounting,2021-01,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,5
hyperledger-labs/blockchain-carbon-accounting,2021-02,2,1,0,1,2,0,0,0,0,0,0,0,0,0,0,6
hyperledger-labs/blockchain-carbon-accounting,2021-03,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger-labs/blockchain-carbon-accounting,2021-07,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger-labs/blockchain-carbon-accounting,2022-02,9,9,0,0,10,0,0,0,0,0,0,0,0,0,0,28
hyperledger-labs/blockchain-carbon-accounting,2022-03,12,26,0,0,11,0,0,0,0,0,0,0,0,0,0,49
hyperledger-labs/blockchain-carbon-accounting,2025-01,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,5
hyperledger-labs/blockchain-carbon-accounting,2025-11,1,2,0,3,7,0,0,0,0,0,0,0,0,0,0,13
LF-Decentralized-Trust-Mentorships/mentorship-program,2025-02,10,19,1,0,8,3,4,0,0,0,0,0,0,0,0,45
LF-Decentralized-Trust-Mentorships/mentorship-program,2025-03,12,23,0,0,10,1,0,0,0,0,0,0,0,0,0,46
LF-Decentralized-Trust-Mentorships/mentorship-program,2025-04,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3
LF-Decentralized-Trust-Mentorships/mentorship-program,2026-01,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2
LF-Decentralized-Trust-Mentorships/mentorship-program,2026-03,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3
LF-Decentralized-Trust-Mentorships/mentorship-program,2026-04,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,10
hyperledger/cello,2018-03,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
hyperledger/cello,2018-05,2,0,0,2,0,0,0,0,0,1,0,0,0,0,0,5
hyperledger/cello,2018-07,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/cello,2018-08,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
hyperledger/cello,2019-02,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
hyperledger/cello,2019-03,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
hyperledger/cello,2019-08,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/cello,2019-10,5,1,0,1,1,0,0,2,0,0,0,0,0,0,0,10
hyperledger/cello,2019-12,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
hyperledger/cello,2020-01,12,7,0,2,1,0,0,4,0,0,0,0,0,0,0,26
hyperledger/cello,2020-03,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,4
hyperledger/cello,2020-04,2,0,0,4,0,0,2,1,1,0,0,0,0,0,0,10
hyperledger/cello,2020-05,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,4
hyperledger/cello,2021-03,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
hyperledger/cello,2021-09,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
hyperledger/cello,2022-04,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4
hyperledger/cello,2022-05,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4
hyperledger/cello,2022-06,5,5,1,1,1,0,0,1,0,0,0,0,0,0,0,14
hyperledger/cello,2022-11,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,4
hyperledger/cello,2024-10,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6
hyperledger/cacti,2023-02,3,0,1,1,2,0,0,0,0,0,0,0,0,0,0,7
hyperledger/cacti,2023-03,3,4,2,3,1,0,0,0,0,0,0,0,0,0,0,13
hyperledger/cacti,2023-04,10,31,6,7,5,0,1,0,0,0,0,0,0,0,0,60
hyperledger/cacti,2023-05,5,11,2,0,2,0,0,0,0,0,0,0,0,0,0,20
hyperledger/cacti,2023-06,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3
hyperledger/cacti,2024-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
hyperledger/cacti,2024-06,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/cacti,2024-08,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/besu,2019-09,4,2,1,3,0,0,0,1,0,0,0,0,0,0,0,11
hyperledger/besu,2020-03,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
hyperledger/besu,2021-01,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2
hyperledger/besu,2021-02,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/besu,2021-03,6,2,0,1,0,1,0,2,1,0,0,0,0,0,0,13
hyperledger/besu,2021-09,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2
hyperledger/besu,2021-10,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,6
hyperledger/besu,2022-02,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,4
hyperledger/besu,2022-07,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,3
hyperledger/besu,2023-02,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4
hyperledger/besu,2023-03,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,26
hyperledger/besu,2023-05,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4
hyperledger/besu,2024-02,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4
hyperledger/besu,2024-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/besu,2024-06,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,4
open-quantum-safe/liboqs,2024-03,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4
open-quantum-safe/liboqs,2024-04,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3
open-quantum-safe/liboqs,2024-05,4,1,0,15,0,0,0,0,0,0,0,0,0,0,0,20
open-quantum-safe/liboqs,2024-06,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,3
open-quantum-safe/liboqs,2024-07,2,1,1,3,1,1,0,0,0,0,0,0,0,0,0,9
open-quantum-safe/liboqs,2024-09,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2
open-quantum-safe/liboqs,2024-10,1,1,1,13,0,4,0,0,4,0,0,0,0,0,0,24
open-quantum-safe/liboqs,2024-11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
open-quantum-safe/liboqs,2025-02,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4
open-quantum-safe/liboqs,2025-04,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
open-quantum-safe/liboqs,2025-05,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
open-quantum-safe/liboqs,2025-07,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,8
open-quantum-safe/liboqs,2025-09,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
open-quantum-safe/liboqs,2025-10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger-identus/governance,2024-10,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
hyperledger-identus/governance,2024-11,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,4
hyperledger-identus/governance,2025-01,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
hyperledger-identus/governance,2025-02,11,13,5,0,7,3,0,0,0,0,0,0,0,0,0,39
hyperledger-identus/governance,2025-03,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
hyperledger-identus/governance,2025-04,5,2,2,0,2,1,0,0,0,0,0,0,0,0,0,12
hyperledger-identus/governance,2025-06,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,3
hyperledger-identus/governance,2025-07,2,4,0,0,2,0,0,0,0,0,0,0,0,0,0,8
hyperledger-identus/governance,2025-10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger-identus/governance,2025-11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger-identus/governance,2026-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
hyperledger-identus/governance,2026-02,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,4
hyperledger/fabric-sdk-node,2018-03,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,3
hyperledger/fabric-sdk-node,2018-09,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6
hyperledger/fabric-sdk-node,2019-02,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
hyperledger/fabric-sdk-node,2019-09,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4
hyperledger/fabric-sdk-node,2019-11,6,1,0,1,0,0,0,3,0,0,0,0,0,0,0,11
hyperledger/fabric-sdk-node,2019-12,5,0,0,4,0,0,0,4,0,0,0,0,0,0,0,13
hyperledger/fabric-sdk-node,2020-01,2,1,0,3,0,0,0,1,0,0,0,0,0,0,0,7
hyperledger/fabric-sdk-node,2020-03,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/fabric-sdk-node,2020-04,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/fabric-sdk-node,2022-05,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
hyperledger/fabric-sdk-node,2022-06,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3
hyperledger/fabric-sdk-node,2023-01,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6
hyperledger/fabric-sdk-node,2023-02,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/fabric-sdk-node,2023-03,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4
hyperledger/fabric-sdk-node,2023-04,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/fabric-sdk-node,2023-05,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4
hyperledger/fabric-sdk-node,2023-09,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4
hyperledger/fabric-sdk-node,2023-11,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3
hyperledger/fabric-sdk-node,2025-04,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
hyperledger/indy-node,2018-02,3,0,0,2,0,0,0,2,0,0,0,0,0,0,0,7
hyperledger/indy-node,2019-08,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2
hyperledger/indy-node,2019-09,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
hyperledger/indy-node,2019-12,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3
hyperledger/indy-node,2021-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
hyperledger/indy-node,2021-02,2,5,1,0,1,5,0,0,2,0,0,0,0,0,0,16
hyperledger/indy-node,2021-03,2,2,1,1,2,0,0,0,0,0,0,0,0,0,0,8
hyperledger/indy-node,2021-04,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2
hyperledger/indy-node,2021-09,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/indy-node,2021-12,0,2,1,3,0,2,0,0,3,1,0,0,0,0,0,12
hyperledger/indy-node,2022-05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
hyperledger/indy-node,2022-07,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/indy-node,2022-08,2,1,2,0,2,0,0,0,0,0,0,0,0,0,0,7
hyperledger/indy-node,2024-02,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
hyperledger/indy-node,2025-01,2,2,1,2,3,0,0,0,0,0,0,0,0,0,0,10
hyperledger/cactus,2020-05,3,1,0,0,0,0,0,2,0,0,0,0,0,0,0,6
hyperledger/cactus,2020-06,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4
hyperledger/cactus,2020-10,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,4
hyperledger/cactus,2020-12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
hyperledger/cactus,2021-01,4,2,0,1,0,0,2,1,0,0,0,0,0,0,0,10
hyperledger/cactus,2021-03,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,5
hyperledger/cactus,2021-04,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3
hyperledger/cactus,2021-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/cactus,2021-11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/cactus,2021-12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/cactus,2022-02,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
hyperledger/cactus,2022-03,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/cactus,2022-04,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/cactus,2022-07,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2
hyperledger/cactus,2022-11,2,8,2,2,0,0,0,0,0,0,0,0,0,0,0,14
hyperledger/cactus,2022-12,2,5,3,0,3,0,0,0,0,0,0,0,0,0,0,13
hyperledger/cactus,2023-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/cactus,2023-02,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,4
credebl/governance,2024-12,3,5,4,0,2,0,0,0,0,0,0,0,0,0,0,14
credebl/governance,2025-01,10,6,3,0,4,4,0,0,0,0,0,0,0,0,0,27
credebl/governance,2025-02,3,2,2,1,5,2,0,0,0,0,0,0,0,0,0,15
credebl/governance,2025-03,3,3,1,0,2,0,0,0,0,0,0,0,0,0,0,9
credebl/governance,2025-04,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
credebl/governance,2025-05,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
credebl/governance,2025-08,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2
credebl/governance,2025-10,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3
credebl/governance,2026-02,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
hyperledger-iroha/governance,2024-10,18,11,8,0,8,0,0,0,0,0,0,0,0,0,0,45
hyperledger-iroha/governance,2024-11,4,4,2,0,2,0,0,0,0,0,0,0,0,0,0,12
hyperledger-iroha/governance,2025-01,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6
hyperledger-iroha/governance,2025-02,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
hyperledger-iroha/governance,2025-07,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4
hyperledger-iroha/governance,2025-09,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
hyperledger-iroha/governance,2025-11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger-iroha/governance,2026-02,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/hyperledger-hip,2020-07,4,9,2,0,2,0,0,2,0,0,0,0,0,0,0,19
hyperledger/hyperledger-hip,2021-08,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3
hyperledger/hyperledger-hip,2021-10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
hyperledger/hyperledger-hip,2021-11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/hyperledger-hip,2021-12,1,1,0,0,0,3,0,0,11,0,0,0,0,0,0,16
hyperledger/hyperledger-hip,2022-08,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
hyperledger/hyperledger-hip,2022-11,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3
hyperledger/hyperledger-hip,2023-08,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/hyperledger-hip,2023-09,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,6
hyperledger/hyperledger-hip,2024-01,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,4
hyperledger/hyperledger-hip,2024-06,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/hyperledger-hip,2024-08,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,8
hyperledger/hyperledger-hip,2024-09,0,0,0,4,0,2,0,0,1,0,0,0,0,0,0,7
hyperledger/hyperledger-hip,2024-10,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2
hyperledger/iroha,2017-10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
hyperledger/iroha,2018-03,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4
hyperledger/iroha,2018-09,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
hyperledger/iroha,2019-03,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
hyperledger/iroha,2019-04,3,0,0,0,0,0,1,3,0,0,0,0,0,0,0,7
hyperledger/iroha,2019-09,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
hyperledger/iroha,2021-03,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4
hyperledger/iroha,2021-08,7,9,2,6,2,0,0,1,0,0,0,0,0,0,0,27
hyperledger/iroha,2022-04,2,2,1,0,2,2,0,0,1,0,0,0,0,0,0,10
hyperledger/iroha,2022-05,0,2,0,2,1,2,0,0,0,0,0,0,0,0,0,7
hyperledger/iroha,2022-07,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2
hyperledger/iroha,2022-08,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
hyperledger/iroha,2023-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/iroha,2023-07,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/iroha,2024-04,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2
hyperledger-cacti/governance,2024-10,11,11,7,0,6,0,0,0,0,0,0,0,0,0,0,35
hyperledger-cacti/governance,2024-11,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,5
hyperledger-cacti/governance,2025-01,4,2,2,1,2,2,0,0,0,0,0,0,0,0,0,13
hyperledger-cacti/governance,2025-02,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3
hyperledger-cacti/governance,2025-03,4,2,0,0,1,1,0,0,0,0,0,0,0,0,0,8
hyperledger-cacti/governance,2025-05,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3
hyperledger-cacti/governance,2025-08,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,3
hyperledger-cacti/governance,2025-11,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2
hyperledger/iroha-python,2019-09,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
hyperledger/iroha-python,2021-03,4,3,0,0,1,0,0,1,0,0,0,0,0,0,0,9
hyperledger/iroha-python,2021-08,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/iroha-python,2022-06,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,6
hyperledger/iroha-python,2023-05,10,11,4,0,7,9,0,0,11,0,0,0,0,0,0,52
openwallet-foundation/tac,2023-07,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
openwallet-foundation/tac,2023-09,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
openwallet-foundation/tac,2023-10,4,3,2,0,2,0,0,1,1,0,0,0,0,0,0,13
openwallet-foundation/tac,2023-11,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3
openwallet-foundation/tac,2023-12,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,3
openwallet-foundation/tac,2024-01,0,0,0,2,0,2,2,0,1,0,0,0,0,0,0,7
openwallet-foundation/tac,2024-02,0,0,0,7,0,0,3,0,0,0,0,0,0,0,0,10
openwallet-foundation/tac,2024-05,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4
openwallet-foundation/tac,2024-12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
