repo,month,IssueCommentEvent,PullRequestEvent,PullRequestReviewEvent,PushEvent,IssuesEvent,PullRequestReviewCommentEvent,DeleteEvent,CreateEvent,ReleaseEvent,ForkEvent,CommitCommentEvent,WatchEvent,MemberEvent,total
hyperledger/aries-framework-javascript,2023-11,1,0,0,0,3,0,0,0,0,0,0,0,0,4
hyperledger/anoncreds-clsignatures-rs,2023-05,0,3,2,2,0,0,0,0,0,1,0,0,0,8
hyperledger/anoncreds-clsignatures-rs,2023-06,1,2,0,2,0,0,0,0,0,0,0,0,0,5
hyperledger/anoncreds-clsignatures-rs,2023-07,2,1,3,2,0,0,0,0,0,0,0,0,0,8
hyperledger/anoncreds-clsignatures-rs,2023-08,2,0,0,0,0,0,0,0,0,0,0,0,0,2
hyperledger/anoncreds-clsignatures-rs,2023-10,1,0,0,1,0,0,0,0,0,0,0,0,0,2
hyperledger/anoncreds-clsignatures-rs,2023-11,4,1,2,1,0,0,0,0,0,0,0,0,0,8
hyperledger/anoncreds-clsignatures-rs,2023-12,2,0,0,0,0,0,0,0,0,0,0,0,0,2
hyperledger/anoncreds-clsignatures-rs,2024-01,1,1,0,1,0,0,0,0,0,0,0,0,0,3
hyperledger/anoncreds-clsignatures-rs,2024-02,1,1,0,1,0,0,0,0,0,0,0,0,0,3
hyperledger/anoncreds-clsignatures-rs,2024-05,3,2,1,1,0,0,0,0,0,1,0,0,0,8
hyperledger/anoncreds-clsignatures-rs,2024-06,0,1,1,1,0,0,0,0,0,0,0,0,0,3
hyperledger/anoncreds-clsignatures-rs,2024-07,0,3,3,3,0,0,3,0,0,0,0,0,0,12
hyperledger/anoncreds-clsignatures-rs,2025-05,1,0,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/anoncreds-clsignatures-rs,2025-08,0,1,2,1,0,0,2,0,0,0,0,0,0,6
hyperledger/anoncreds-clsignatures-rs,2025-11,0,0,0,1,0,0,0,0,0,0,0,0,0,1
hyperledger/indy-node-monitor,2020-08,4,3,0,0,0,0,0,0,0,2,0,0,0,9
hyperledger/indy-node-monitor,2020-09,5,2,3,3,2,0,0,0,0,0,0,0,0,15
hyperledger/indy-node-monitor,2020-10,1,1,1,1,0,0,0,0,0,0,0,0,0,4
hyperledger/indy-node-monitor,2020-12,1,0,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/indy-node-monitor,2021-03,0,0,1,0,0,0,0,0,0,0,0,0,0,1
hyperledger/indy-node-monitor,2021-11,0,2,2,2,0,0,0,0,0,0,0,0,0,6
hyperledger/indy-node-monitor,2022-08,0,2,2,2,0,0,0,0,0,0,0,0,0,6
hyperledger/indy-node-monitor,2022-10,0,2,2,2,0,0,0,0,0,0,0,0,0,6
hyperledger/indy-node-monitor,2022-11,0,1,2,2,0,0,0,0,0,0,0,0,0,5
hyperledger/indy-node-monitor,2023-02,1,3,0,3,0,0,0,2,0,0,0,0,0,9
hyperledger/indy-node-monitor,2023-04,0,0,0,0,0,1,0,0,0,0,0,0,0,1
hyperledger/indy-node-monitor,2024-04,0,1,1,1,0,0,0,0,0,0,0,0,0,3
hyperledger/indy-node-monitor,2024-07,0,1,1,1,0,0,0,0,0,0,0,0,0,3
hyperledger/governance,2022-06,0,0,0,0,1,0,0,0,0,0,0,0,0,1
hyperledger/governance,2022-10,0,0,0,0,1,0,0,0,0,0,0,0,0,1
hyperledger/governance,2022-11,4,0,0,0,4,0,0,0,0,0,0,0,0,8
hyperledger/governance,2023-01,0,0,0,0,2,0,0,0,0,0,0,0,0,2
hyperledger/governance,2023-02,2,0,0,0,1,0,0,0,0,0,0,0,0,3
hyperledger/governance,2023-03,1,0,0,0,1,0,0,0,0,0,0,0,0,2
hyperledger/governance,2023-04,0,0,0,0,1,0,0,0,0,0,0,0,0,1
hyperledger/governance,2023-05,4,0,0,0,4,0,0,0,0,0,0,0,0,8
hyperledger/governance,2023-07,0,0,0,0,1,0,0,0,0,0,0,0,0,1
hyperledger/governance,2023-08,0,0,0,0,1,0,0,0,0,0,0,0,0,1
hyperledger/governance,2023-10,1,0,0,0,2,0,0,0,0,0,0,0,0,3
hyperledger/governance,2023-11,0,0,0,0,1,0,0,0,0,0,0,0,0,1
hyperledger/governance,2024-03,1,0,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/governance,2024-06,1,2,0,0,0,0,0,0,0,1,0,0,0,4
hyperledger/governance,2024-07,1,0,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/governance,2024-08,0,1,1,1,2,0,1,0,0,0,0,0,0,6
hyperledger/governance,2024-09,1,4,0,0,0,0,0,0,0,0,0,0,0,5
hyperledger/governance,2024-10,0,0,1,0,0,0,0,0,0,0,0,0,0,1
hyperledger/governance,2025-01,7,2,1,0,1,0,0,1,0,0,0,0,0,12
hyperledger/governance,2025-09,0,1,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/governance,2025-12,0,1,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/anoncreds-methods-registry,2022-11,0,5,1,1,0,0,0,0,0,0,0,0,0,7
hyperledger/anoncreds-methods-registry,2022-12,0,2,1,2,0,0,0,0,0,0,0,0,0,5
hyperledger/anoncreds-methods-registry,2023-01,2,1,1,1,0,0,0,0,0,0,0,0,0,5
hyperledger/anoncreds-methods-registry,2023-03,1,0,1,0,0,0,0,0,0,0,0,0,0,2
hyperledger/anoncreds-methods-registry,2023-04,0,2,1,2,0,0,0,0,0,0,0,0,0,5
hyperledger/anoncreds-methods-registry,2023-05,0,0,1,1,0,0,0,0,0,0,0,0,0,2
hyperledger/anoncreds-methods-registry,2024-08,2,12,1,6,1,0,0,4,0,0,0,0,0,26
LF-Decentralized-Trust/governance,2024-09,3,0,3,0,0,1,0,0,0,0,1,0,0,8
LF-Decentralized-Trust/governance,2024-11,2,3,7,0,0,6,0,0,0,1,0,0,0,19
LF-Decentralized-Trust/governance,2024-12,0,0,3,0,0,0,0,0,0,0,0,0,0,3
LF-Decentralized-Trust/governance,2025-01,1,2,0,0,0,0,0,0,0,0,0,0,0,3
LF-Decentralized-Trust/governance,2025-02,2,0,1,0,0,1,0,0,0,0,0,0,0,4
LF-Decentralized-Trust/governance,2025-04,2,2,2,0,0,2,0,0,0,0,0,0,0,8
LF-Decentralized-Trust/governance,2025-07,0,1,0,0,0,0,0,0,0,0,0,0,0,1
LF-Decentralized-Trust/governance,2025-08,1,0,0,0,0,0,0,0,0,0,0,0,0,1
LF-Decentralized-Trust/governance,2026-02,0,0,0,0,0,1,0,0,0,0,0,0,0,1
hyperledger/indy-plenum,2021-06,1,0,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/indy-plenum,2021-07,1,0,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/indy-plenum,2022-06,0,1,1,0,0,0,0,0,0,0,0,0,0,2
hyperledger/indy-plenum,2023-01,0,0,1,0,0,0,0,0,0,0,0,0,0,1
hyperledger/indy-plenum,2023-06,0,2,0,1,0,0,0,0,0,1,0,0,0,4
hyperledger/indy-plenum,2023-07,0,0,0,0,1,0,0,0,0,0,0,0,0,1
hyperledger/indy-plenum,2024-02,0,3,3,0,0,0,0,0,0,0,0,0,0,6
hyperledger/indy-plenum,2024-04,0,1,2,1,0,0,0,0,0,0,0,0,0,4
hyperledger/indy-plenum,2024-05,0,0,1,0,0,0,0,0,0,0,0,0,0,1
hyperledger/indy-plenum,2024-06,0,2,3,2,0,0,1,0,0,0,0,0,0,8
hyperledger/indy-plenum,2024-09,1,0,0,0,1,0,0,0,0,0,0,0,0,2
hyperledger/indy-plenum,2025-01,0,2,0,1,1,0,0,2,0,0,0,0,0,6
hyperledger/indy-plenum,2025-02,3,1,3,1,0,0,0,0,0,0,0,0,0,8
hyperledger/indy-test-automation,2023-01,0,1,2,1,0,0,0,0,0,0,0,0,0,4
hyperledger/indy-test-automation,2024-02,0,4,6,4,0,0,0,0,0,0,0,0,0,14
hyperledger/indy-test-automation,2025-01,3,3,10,4,1,4,0,0,0,0,0,0,0,25
hyperledger/indy-test-automation,2025-04,0,0,0,1,0,0,0,0,0,0,0,0,0,1
hyperledger/aries-acapy-tools,2023-04,0,1,1,1,0,0,0,0,0,0,0,0,0,3
hyperledger/aries-acapy-tools,2023-05,0,1,0,1,0,0,0,0,0,0,0,0,0,2
hyperledger/aries-acapy-tools,2023-06,4,2,0,0,2,0,0,1,0,1,0,0,0,10
hyperledger/aries-acapy-tools,2023-10,0,4,0,4,1,0,0,0,0,0,0,0,0,9
hyperledger/aries-acapy-tools,2024-01,0,0,0,1,0,0,0,0,0,0,0,0,0,1
hyperledger/aries-acapy-tools,2024-03,0,1,1,1,0,0,0,0,0,0,0,0,0,3
hyperledger/aries-acapy-tools,2024-04,0,2,2,2,0,0,0,0,0,0,0,0,0,6
hyperledger/aries-acapy-tools,2024-05,1,0,0,0,1,0,0,0,0,0,0,0,0,2
hyperledger/aries-acapy-tools,2024-08,1,1,0,1,0,0,0,0,0,0,0,0,0,3
hyperledger/aries,2019-06,0,0,0,0,0,0,0,0,0,1,0,0,0,1
hyperledger/aries,2019-08,2,1,0,0,0,0,0,0,0,0,0,0,0,3
hyperledger/aries,2020-01,1,1,0,0,0,0,0,0,0,1,0,0,0,3
hyperledger/aries,2020-03,2,0,0,0,0,0,0,0,0,0,0,0,0,2
hyperledger/aries,2021-04,1,0,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/aries,2022-07,2,2,2,2,0,0,0,0,0,0,0,0,0,8
hyperledger/aries,2024-08,0,12,0,3,0,0,2,2,0,1,0,0,0,20
hyperledger/indy-shared-rs,2021-04,0,0,1,0,0,0,0,0,0,0,0,0,0,1
hyperledger/indy-shared-rs,2022-03,0,0,0,0,1,0,0,0,0,0,0,0,0,1
hyperledger/indy-shared-rs,2022-08,1,0,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/indy-shared-rs,2022-10,0,0,0,0,1,0,0,0,0,0,0,0,0,1
hyperledger/indy-shared-rs,2023-01,1,0,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/indy-shared-rs,2023-06,0,0,2,0,0,0,0,0,0,0,0,0,0,2
hyperledger/indy-shared-rs,2023-07,0,2,4,2,0,2,0,0,0,0,0,0,0,10
hyperledger/indy-shared-rs,2023-08,0,0,1,0,0,0,0,0,0,0,0,0,0,1
hyperledger/indy-shared-rs,2023-11,0,0,1,0,0,0,0,0,0,0,0,0,0,1
hyperledger/indy-shared-rs,2024-02,0,0,1,0,1,0,0,0,0,0,0,0,0,2
hyperledger/indy-shared-rs,2024-03,1,2,1,2,1,0,0,0,0,0,0,0,0,7
hyperledger/indy-shared-rs,2024-04,1,2,2,4,0,0,0,0,0,0,0,0,0,9
hyperledger/indy-sdk,2017-12,0,0,0,0,0,0,0,0,0,1,0,0,0,1
hyperledger/indy-sdk,2018-05,0,3,0,0,0,0,0,0,0,3,0,0,0,6
hyperledger/indy-sdk,2019-03,1,0,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/indy-sdk,2019-07,1,0,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/indy-sdk,2020-01,2,0,0,0,0,0,0,0,0,0,0,0,0,2
hyperledger/indy-sdk,2020-06,0,0,0,0,1,0,0,0,0,0,0,0,0,1
hyperledger/indy-sdk,2020-09,1,0,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/indy-sdk,2020-10,2,0,0,0,1,0,0,0,0,0,0,0,0,3
hyperledger/indy-sdk,2020-12,1,0,3,0,0,2,0,0,0,0,0,0,0,6
hyperledger/indy-sdk,2021-02,1,0,2,0,0,1,0,0,0,0,0,0,0,4
hyperledger/indy-sdk,2021-03,1,0,1,0,0,0,0,0,0,0,0,0,0,2
hyperledger/indy-sdk,2022-09,1,0,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/indy-sdk,2023-01,4,0,0,0,0,0,0,0,0,0,0,0,0,4
hyperledger/indy-sdk,2023-03,3,0,0,0,0,0,0,0,0,0,0,0,0,3
openwallet-foundation/project-proposals,2024-09,1,3,11,0,0,11,0,0,0,1,0,0,0,27
openwallet-foundation/project-proposals,2024-10,2,0,0,0,0,0,0,0,0,0,0,0,0,2
openwallet-foundation/project-proposals,2024-12,0,0,1,0,0,1,0,0,0,0,0,0,0,2
openwallet-foundation/project-proposals,2025-01,0,0,1,0,0,0,0,0,0,0,0,0,0,1
openwallet-foundation/project-proposals,2025-07,3,0,0,0,0,0,0,0,0,0,0,0,0,3
openwallet-foundation/project-proposals,2026-04,1,0,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/aries-akrida,2023-12,1,0,3,0,0,2,0,0,0,1,0,0,0,7
hyperledger/aries-akrida,2024-01,0,0,0,0,1,0,0,0,0,0,0,0,0,1
hyperledger/aries-akrida,2024-02,1,0,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/aries-akrida,2024-03,2,0,0,0,0,0,0,0,0,0,0,0,0,2
hyperledger/aries-akrida,2024-05,3,3,3,3,0,0,0,0,0,0,0,0,0,12
hyperledger/aries-akrida,2024-06,1,0,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/aries-akrida,2024-08,3,2,2,2,0,0,0,0,0,0,0,0,0,9
hyperledger/indy-blssignatures-rs,2023-05,1,3,0,3,0,0,0,0,0,1,0,0,0,8
hyperledger/indy-blssignatures-rs,2023-06,1,0,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/indy-blssignatures-rs,2024-02,0,1,1,1,0,0,0,0,0,0,0,0,0,3
hyperledger/indy-blssignatures-rs,2024-05,0,3,1,3,0,0,2,0,0,0,0,0,0,9
hyperledger/indy-blssignatures-rs,2024-07,1,3,2,3,0,0,3,0,0,0,0,0,0,12
hyperledger/anoncreds-revocation,2023-07,0,7,2,5,0,0,0,1,0,1,0,0,0,16
hyperledger/anoncreds-revocation,2024-01,0,1,1,1,0,0,0,0,0,0,0,0,0,3
hyperledger/anoncreds-revocation,2024-02,0,2,1,2,0,0,0,0,0,0,0,0,0,5
hyperledger/anoncreds-revocation,2024-03,0,2,1,2,0,0,0,0,0,0,0,0,0,5
hyperledger/anoncreds-spec-v2,2023-03,1,1,0,0,0,0,0,0,0,1,0,0,0,3
hyperledger/anoncreds-spec-v2,2023-04,0,2,0,2,0,0,0,1,0,0,0,0,0,5
hyperledger/anoncreds-spec-v2,2023-05,0,1,1,1,0,0,0,0,0,0,0,0,0,3
hyperledger/anoncreds-spec-v2,2023-07,0,1,1,1,0,0,0,0,0,0,0,0,0,3
hyperledger/anoncreds-spec-v2,2024-01,0,1,1,1,0,0,0,0,0,0,0,0,0,3
hyperledger/anoncreds-spec-v2,2024-02,0,1,1,1,0,0,0,0,0,0,0,0,0,3
hyperledger/anoncreds-spec-v2,2024-03,0,1,1,1,0,0,0,0,0,0,0,0,0,3
hyperledger/anoncreds-spec-v2,2025-12,0,0,0,2,0,0,0,0,0,0,0,0,0,2
openwallet-foundation/governance,2024-10,2,0,1,0,0,0,0,0,0,0,0,0,0,3
openwallet-foundation/governance,2024-11,5,4,1,0,1,0,0,0,0,2,0,0,0,13
openwallet-foundation/governance,2025-01,0,3,0,0,1,0,0,1,0,0,0,0,0,5
openwallet-foundation/governance,2025-04,0,1,0,0,0,0,0,0,0,1,0,0,0,2
openwallet-foundation/governance,2025-05,0,1,0,0,0,0,0,0,0,0,0,0,0,1
openwallet-foundation/governance,2026-02,0,0,1,0,0,0,0,0,0,0,0,0,0,1
openwallet-foundation/owl-akrida,2024-11,0,0,1,0,0,0,0,0,0,0,0,0,0,1
openwallet-foundation/owl-akrida,2025-02,0,0,1,0,0,1,0,0,0,0,0,0,0,2
openwallet-foundation/owl-akrida,2025-04,0,1,0,1,0,0,0,0,0,0,0,0,0,2
openwallet-foundation/owl-akrida,2025-05,2,2,1,0,1,1,0,0,0,1,0,0,0,8
openwallet-foundation/owl-akrida,2025-06,0,1,0,0,0,0,0,0,0,0,0,0,0,1
openwallet-foundation/owl-akrida,2025-07,0,0,3,0,0,1,0,0,0,0,0,0,0,4
openwallet-foundation/owl-akrida,2025-08,0,0,1,0,0,0,0,0,0,0,0,0,0,1
openwallet-foundation/owl-akrida,2025-09,1,1,0,1,0,0,0,0,0,0,0,0,0,3
openwallet-foundation/owl-akrida,2025-11,0,0,1,1,0,0,0,0,0,0,0,0,0,2
hyperledger/education,2018-08,0,0,0,0,0,0,0,0,0,1,0,0,0,1
hyperledger/education,2018-09,0,3,0,0,0,2,0,0,0,0,0,0,0,5
hyperledger/education,2018-10,1,0,0,0,0,10,0,0,0,0,0,0,0,11
hyperledger/education,2019-01,0,1,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/education,2019-08,3,1,0,0,0,0,0,0,0,0,0,0,0,4
openwallet-foundation/credo-ts,2024-01,2,0,0,0,0,0,0,0,0,0,0,0,0,2
openwallet-foundation/credo-ts,2024-03,1,0,0,0,0,0,0,0,0,0,0,0,0,1
openwallet-foundation/credo-ts,2024-05,1,0,0,0,0,0,0,0,0,0,0,0,0,1
openwallet-foundation/credo-ts,2024-08,2,0,0,0,0,0,0,0,0,0,0,0,0,2
openwallet-foundation/credo-ts,2024-09,1,0,0,0,0,0,0,0,0,0,0,0,0,1
openwallet-foundation/credo-ts,2024-11,1,0,0,0,0,0,0,0,0,0,0,0,0,1
openwallet-foundation/credo-ts,2024-12,2,0,1,0,0,0,0,0,0,0,0,0,0,3
openwallet-foundation/credo-ts,2025-03,3,0,0,0,0,0,0,0,0,0,0,0,0,3
openwallet-foundation/credo-ts,2025-07,1,0,0,0,0,0,0,0,0,0,0,0,0,1
openwallet-foundation/credo-ts,2025-08,2,0,0,0,0,0,0,0,0,0,0,0,0,2
openwallet-foundation/credo-ts,2025-09,2,0,0,0,0,0,0,0,0,0,0,0,0,2
openwallet-foundation/credo-ts,2025-10,0,0,1,0,0,1,0,0,0,0,0,0,0,2
hyperledger/aries-mobile-agent-react-native,2021-08,0,0,0,0,0,0,0,0,0,1,0,0,0,1
hyperledger/aries-mobile-agent-react-native,2021-11,4,0,1,0,0,1,0,0,0,0,0,0,0,6
hyperledger/aries-mobile-agent-react-native,2021-12,0,0,1,0,0,1,0,0,0,0,0,0,0,2
hyperledger/aries-mobile-agent-react-native,2022-06,1,0,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/aries-mobile-agent-react-native,2023-02,3,1,2,0,0,2,0,0,0,0,0,0,0,8
hyperledger/aries-mobile-agent-react-native,2023-04,1,0,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/aries-toolbox,2019-11,0,0,0,0,0,0,0,0,0,1,0,0,0,1
hyperledger/aries-toolbox,2020-02,4,0,0,0,2,0,0,0,0,0,0,0,0,6
hyperledger/aries-toolbox,2021-07,2,0,0,0,0,0,0,0,0,0,0,0,0,2
hyperledger/aries-toolbox,2021-08,4,0,0,0,2,0,0,0,0,0,0,0,0,6
hyperledger/aries-toolbox,2023-09,0,0,3,0,0,1,0,0,0,0,0,0,0,4
hyperledger/hyperledger-hip,2022-10,0,1,7,0,0,7,0,0,0,1,0,0,0,16
hyperledger/hyperledger-hip,2024-01,1,0,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/hyperledger-hip,2024-08,1,0,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/indy-cli-rs,2023-01,0,1,0,0,0,0,0,1,0,0,0,0,0,2
hyperledger/indy-cli-rs,2024-02,2,0,1,0,1,0,0,0,0,0,0,0,0,4
hyperledger/indy-cli-rs,2024-03,1,1,3,1,0,0,0,0,0,0,0,0,0,6
hyperledger/indy-cli-rs,2024-05,1,1,1,2,0,0,0,0,0,0,0,0,0,5
openwallet-foundation/tac,2024-09,3,0,0,0,1,0,0,0,0,0,0,0,0,4
openwallet-foundation/tac,2024-11,0,0,3,0,0,0,0,0,0,0,0,0,0,3
openwallet-foundation/tac,2024-12,1,0,5,0,0,0,0,0,0,0,0,0,0,6
openwallet-foundation/tac,2025-01,0,0,1,0,0,0,0,0,0,0,0,0,0,1
openwallet-foundation/tac,2025-06,1,0,0,0,0,0,0,0,0,0,0,0,0,1
openwallet-foundation/tac,2025-09,0,0,0,0,1,0,0,0,0,0,0,0,0,1
openwallet-foundation/tac,2025-11,0,1,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/aries-framework-dotnet,2021-01,1,0,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/aries-framework-dotnet,2021-04,1,0,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/aries-framework-dotnet,2021-11,2,1,0,0,0,0,0,0,0,1,0,0,0,4
hyperledger/aries-framework-dotnet,2022-02,2,0,0,0,2,0,0,0,0,0,0,0,0,4
hyperledger/aries-framework-dotnet,2022-03,3,0,0,0,1,0,0,0,0,0,0,0,0,4
hyperledger/aries-framework-dotnet,2022-04,1,0,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/aries-framework-dotnet,2023-10,0,0,1,0,0,0,0,0,0,0,0,0,0,1
hyperledger/aries-framework-go,2021-03,0,0,3,0,0,3,0,0,0,0,0,0,0,6
hyperledger/aries-framework-go,2021-07,0,0,0,0,0,0,0,0,0,1,0,0,0,1
hyperledger/aries-framework-go,2021-08,0,0,0,0,1,0,0,0,0,0,0,0,0,1
hyperledger/aries-framework-go,2022-08,1,0,0,0,1,0,0,0,0,0,0,0,0,2
hyperledger/aries-framework-go,2022-09,0,0,0,0,1,0,0,0,0,0,0,0,0,1
hyperledger/aries-framework-go,2022-10,2,0,0,0,1,0,0,0,0,0,0,0,0,3
hyperledger/aries-framework-go,2024-03,2,0,0,0,0,0,0,0,0,0,0,0,0,2
hyperledger/indy-agent,2018-06,2,4,0,0,0,0,0,0,0,2,0,0,0,8
hyperledger/indy-agent,2018-10,0,1,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/indy-agent,2018-11,1,0,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/indy-agent,2018-12,1,1,0,0,0,0,0,0,0,1,0,0,0,3
hyperledger/indy-agent,2019-01,2,0,0,0,0,0,0,0,0,0,0,0,0,2
hyperledger/indy-agent,2019-03,0,1,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/indy-bls-wrapper-python,2023-05,5,1,0,0,2,1,0,0,0,1,0,0,0,10
hyperledger/indy-bls-wrapper-python,2023-08,0,1,1,1,1,0,0,0,0,0,0,0,0,4
hyperledger/indy-bls-wrapper-python,2024-02,0,0,1,0,0,0,0,0,0,0,0,0,0,1
hyperledger/aries-socketdock,2023-07,0,2,3,2,0,1,0,0,0,1,0,0,0,9
hyperledger/aries-socketdock,2024-02,0,1,2,1,0,0,0,0,0,0,0,0,0,4
hyperledger/aries-socketdock,2024-05,0,0,1,0,0,0,0,0,0,0,0,0,0,1
openwallet-foundation/askar-wrapper-javascript,2025-01,5,0,0,0,0,0,0,0,0,0,0,0,0,5
openwallet-foundation/askar-wrapper-javascript,2025-02,0,0,1,0,0,0,0,0,0,0,0,0,0,1
openwallet-foundation/askar-wrapper-javascript,2025-08,0,1,0,1,0,0,1,0,0,0,0,0,0,3
openwallet-foundation/askar-wrapper-javascript,2025-09,1,0,0,0,0,0,0,0,0,0,0,0,0,1
openwallet-foundation/askar-wrapper-javascript,2025-11,0,0,0,1,0,0,1,0,0,0,0,0,0,2
openwallet-foundation/askar-wrapper-javascript,2025-12,1,0,1,0,0,0,0,0,0,0,0,0,0,2
hyperledger-labs/business-partner-agent,2020-12,1,0,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger-labs/business-partner-agent,2021-04,1,0,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger-labs/business-partner-agent,2021-05,1,0,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger-labs/business-partner-agent,2021-06,2,0,0,0,0,0,0,0,0,0,0,0,0,2
hyperledger-labs/business-partner-agent,2021-07,2,0,0,0,0,0,0,0,0,0,0,0,0,2
hyperledger-labs/business-partner-agent,2021-09,3,0,0,0,0,0,0,0,0,0,0,0,0,3
hyperledger-labs/business-partner-agent,2022-06,1,0,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger-labs/business-partner-agent,2022-08,2,0,0,0,0,0,0,0,0,0,0,0,0,2
openwallet-foundation/acapy-controllers,2024-12,0,0,1,0,0,0,0,0,0,0,0,0,0,1
openwallet-foundation/acapy-controllers,2025-03,1,0,0,0,0,0,0,0,0,0,0,0,0,1
openwallet-foundation/acapy-controllers,2025-04,2,0,1,0,0,0,0,0,0,0,0,0,0,3
openwallet-foundation/acapy-controllers,2026-02,0,0,0,6,0,0,2,0,0,0,0,0,0,8
anoncreds/anoncreds-v2-rs,2025-12,0,2,1,7,0,0,0,0,0,0,0,0,0,10
anoncreds/anoncreds-v2-rs,2026-01,0,1,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/aries-acapy-plugin-toolbox,2019-11,0,0,0,0,0,0,0,0,0,1,0,0,0,1
hyperledger/aries-acapy-plugin-toolbox,2020-02,5,1,0,0,0,0,0,0,0,0,0,0,0,6
hyperledger/aries-acapy-plugin-toolbox,2021-09,0,0,0,0,1,0,0,0,0,0,0,0,0,1
hyperledger/aries-acapy-plugin-toolbox,2021-10,1,0,1,0,0,0,0,0,0,0,0,0,0,2
hyperledger/aries-acapy-plugin-toolbox,2023-09,0,0,1,0,0,0,0,0,0,0,0,0,0,1
hyperledger/aries-vcx,2022-10,1,0,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/aries-vcx,2023-06,6,0,0,0,0,0,0,0,0,0,0,0,0,6
hyperledger/aries-vcx,2023-08,1,0,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/aries-vcx,2024-08,1,0,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/aries-vcx,2024-09,1,0,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/aries-vcx,2024-12,1,0,0,0,0,0,0,0,0,0,0,0,0,1
openwallet-foundation/acapy-minimal-example,2025-08,1,3,2,3,1,0,0,1,0,0,0,0,0,11
hyperledger/aries-acapy-wallet-upgrade,2023-02,0,1,0,1,0,0,0,0,0,0,0,0,0,2
hyperledger/aries-acapy-wallet-upgrade,2023-03,5,1,0,0,1,0,0,1,0,0,0,0,0,8
hyperledger/ursa,2019-04,0,0,0,0,0,0,0,0,0,0,0,1,0,1
hyperledger/ursa,2023-01,0,0,1,0,0,0,0,0,0,0,0,0,0,1
hyperledger/ursa,2023-02,1,0,1,0,0,0,0,0,0,0,0,0,0,2
hyperledger/ursa,2023-04,1,0,2,0,0,2,0,0,0,0,0,0,0,5
hyperledger/ursa,2023-05,0,0,1,0,0,0,0,0,0,0,0,0,0,1
hyperledger/aries-bbssignatures-rs,2023-05,1,2,1,1,0,0,0,0,0,1,0,0,0,6
hyperledger/aries-bbssignatures-rs,2024-04,0,1,1,1,0,0,0,0,0,0,0,0,0,3
hyperledger/indy-docs,2024-01,0,2,0,1,0,0,0,0,0,0,0,0,0,3
hyperledger/indy-docs,2024-02,0,4,0,2,0,0,0,0,0,0,0,0,0,6
anoncreds/anoncreds-wrapper-javascript,2025-12,3,1,0,2,0,0,0,0,0,1,0,0,0,7
anoncreds/anoncreds-wrapper-javascript,2026-01,0,1,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger-labs/hyperledger-labs.github.io,2020-07,1,0,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger-labs/hyperledger-labs.github.io,2023-09,3,1,0,0,0,0,0,0,0,1,0,0,0,5
hyperledger-labs/hyperledger-labs.github.io,2024-08,2,0,0,0,0,0,0,0,0,0,0,0,0,2
hyperledger/aries-bbs-rs,2023-05,0,3,2,1,0,1,0,0,0,1,0,0,0,8
anoncreds/anoncreds-clsignatures-rs,2025-12,1,1,0,2,0,0,1,1,0,0,0,0,0,6
