repo,month,PullRequestEvent,PushEvent,DeleteEvent,CreateEvent,IssueCommentEvent,PullRequestReviewEvent,IssuesEvent,PullRequestReviewCommentEvent,MemberEvent,GollumEvent,ForkEvent,DiscussionEvent,CommitCommentEvent,total
open-quantum-safe/oqs-demos,2025-02,0,0,0,0,2,0,0,0,0,0,0,0,0,2
Hyperledger-TWGC/.github,2024-09,1,1,1,0,0,1,0,0,0,0,0,0,0,4
Hyperledger-TWGC/.github,2025-03,1,1,1,0,0,1,0,0,0,0,0,0,0,4
anoncreds/governance,2025-12,2,3,1,1,0,1,0,0,0,0,0,0,0,8
hiero-ledger/hiero-website,2024-10,0,2,0,0,0,0,0,0,0,0,0,0,0,2
hiero-ledger/hiero-website,2025-07,0,0,0,0,0,1,0,0,0,0,0,0,0,1
hiero-ledger/hiero-website,2025-08,0,0,0,0,4,1,0,0,0,0,0,0,0,5
hyperledger/anoncreds-rs,2024-12,0,0,0,0,1,0,0,0,0,0,0,0,0,1
hyperledger/anoncreds-rs,2025-01,1,0,0,1,1,0,0,0,0,0,0,0,0,3
hyperledger/anoncreds-rs,2025-09,0,0,0,1,2,0,0,0,0,0,0,0,0,3
hyperledger/anoncreds-rs,2025-10,0,0,1,0,0,0,0,0,0,0,0,0,0,1
hyperledger/identus-cloud-agent,2024-04,0,1,0,1,0,2,0,0,0,0,0,0,0,4
hyperledger/identus-cloud-agent,2024-08,0,0,0,0,0,0,2,0,0,0,0,0,0,2
hyperledger/identus-cloud-agent,2024-09,0,0,0,0,1,0,0,0,0,0,0,0,0,1
hyperledger/identus-cloud-agent,2025-01,1,0,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/sawtooth-contrib,2024-01,1,0,0,1,0,0,0,0,0,0,0,0,0,2
hyperledger/sawtooth-contrib,2024-02,1,2,1,0,2,0,0,0,0,0,0,0,0,6
hyperledger/sawtooth-core,2024-01,1,0,0,1,0,0,0,0,0,0,0,0,0,2
hyperledger/sawtooth-core,2024-02,1,2,1,0,2,0,0,0,0,0,0,0,0,6
hyperledger/sawtooth-docs,2024-01,1,0,0,1,0,0,0,0,0,0,0,0,0,2
hyperledger/sawtooth-docs,2024-02,2,2,0,0,2,0,0,0,0,0,0,0,0,6
hyperledger/sawtooth-pbft,2024-01,1,0,0,1,0,0,0,0,0,0,0,0,0,2
hyperledger/sawtooth-pbft,2024-02,2,1,1,0,2,0,0,0,0,0,0,0,0,6
hyperledger/sawtooth-rfcs,2024-01,1,0,0,1,0,0,0,0,0,0,0,0,0,2
hyperledger/sawtooth-rfcs,2024-02,2,2,0,0,2,0,0,0,0,0,0,0,0,6
hyperledger/sawtooth-sdk-cxx,2024-01,1,0,0,1,0,0,0,0,0,0,0,0,0,2
hyperledger/sawtooth-sdk-cxx,2024-02,1,2,1,0,2,0,0,0,0,0,0,0,0,6
hyperledger/sawtooth-sdk-go,2024-01,1,0,0,1,0,0,0,0,0,0,0,0,0,2
hyperledger/sawtooth-sdk-go,2024-02,2,2,0,0,2,0,0,0,0,0,0,0,0,6
hyperledger/sawtooth-sdk-java,2024-01,1,0,0,1,0,0,0,0,0,0,0,0,0,2
hyperledger/sawtooth-sdk-java,2024-02,2,2,0,0,2,0,0,0,0,0,0,0,0,6
hyperledger/sawtooth-sdk-python,2024-01,1,0,0,1,0,0,0,0,0,0,0,0,0,2
hyperledger/sawtooth-sdk-python,2024-02,2,1,1,0,2,0,0,0,0,0,0,0,0,6
hyperledger/web3j-installer,2024-04,1,0,4,3,0,0,0,0,0,0,0,0,0,8
openwallet-foundation-labs/sd-jwt-dotnet,2026-02,1,3,1,2,0,1,0,0,0,0,0,0,0,8
openwallet-foundation/mobile-wallet-test-harness,2024-03,1,2,2,2,0,0,0,0,0,0,1,0,0,8
openwallet-foundation/owl,2024-09,2,1,1,3,0,0,0,0,0,0,0,0,0,7
openwallet-foundation/owl,2024-10,0,0,1,0,0,0,0,0,0,0,0,0,0,1
pq-code-package/template-code,2024-03,2,1,2,1,0,0,0,0,0,0,0,0,0,6
pq-code-package/template-code,2024-09,0,0,0,2,0,0,0,0,0,0,0,0,0,2
LF-Decentralized-Trust/wiki,2025-08,0,0,0,0,0,0,0,0,0,7,0,0,0,7
LFDT-Lockness/cggmp21,2025-01,2,1,1,1,2,0,0,0,0,0,0,0,0,7
hyperledger-labs/agora-key-share-proofs,2024-01,2,2,0,3,0,0,0,0,0,0,0,0,0,7
hyperledger/.github,2024-03,0,2,0,0,0,0,0,0,0,0,0,0,0,2
hyperledger/.github,2024-11,2,1,1,1,0,0,0,0,0,0,0,0,0,5
hyperledger/aries-builder-images,2024-06,1,2,1,1,2,0,0,0,0,0,0,0,0,7
hyperledger/aries-cloudagent-python,2024-04,0,0,0,0,4,0,0,0,0,0,0,0,0,4
hyperledger/aries-cloudagent-python,2024-05,0,0,0,0,1,0,0,0,0,0,0,0,0,1
hyperledger/aries-cloudagent-python,2024-10,0,0,0,0,2,0,0,0,0,0,0,0,0,2
hyperledger/fabric-x-orderer,2025-07,1,1,0,3,2,0,0,0,0,0,0,0,0,7
hyperledger/indy,2024-08,0,1,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/indy,2025-01,2,2,1,1,0,0,0,0,0,0,0,0,0,6
hyperledger/indy-besu,2024-01,2,1,1,3,0,0,0,0,0,0,0,0,0,7
hyperledger/sawtooth-devmode,2024-01,1,0,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/sawtooth-devmode,2024-02,2,2,0,0,2,0,0,0,0,0,0,0,0,6
hyperledger/sawtooth-sabre,2024-01,1,0,0,1,0,0,0,0,0,0,0,0,0,2
hyperledger/sawtooth-sabre,2024-02,1,2,0,0,2,0,0,0,0,0,0,0,0,5
hyperledger/sawtooth-sdk-javascript,2024-01,1,0,0,1,0,0,0,0,0,0,0,0,0,2
hyperledger/sawtooth-sdk-javascript,2024-02,1,2,0,0,2,0,0,0,0,0,0,0,0,5
hyperledger/sawtooth-sdk-rust,2024-01,1,0,0,1,0,0,0,0,0,0,0,0,0,2
hyperledger/sawtooth-sdk-rust,2024-02,1,2,0,0,2,0,0,0,0,0,0,0,0,5
hyperledger/web3j-maven-plugin,2024-04,2,0,3,2,0,0,0,0,0,0,0,0,0,7
hyperledger/web3j-sokt,2024-04,1,0,3,3,0,0,0,0,0,0,0,0,0,7
openwallet-foundation-labs/tuvali,2024-06,0,0,0,1,0,0,0,0,0,0,0,0,0,1
openwallet-foundation-labs/tuvali,2024-08,1,1,0,0,0,0,0,0,0,0,0,0,0,2
openwallet-foundation-labs/tuvali,2025-04,0,0,0,1,1,0,0,0,0,0,0,0,0,2
openwallet-foundation-labs/tuvali,2025-05,1,1,0,0,0,0,0,0,0,0,0,0,0,2
openwallet-foundation/.github,2024-03,1,1,1,1,0,0,0,0,0,0,0,0,0,4
openwallet-foundation/.github,2024-05,1,1,0,0,0,1,0,0,0,0,0,0,0,3
pq-code-package/mlkem-libjade,2024-03,2,2,1,2,0,0,0,0,0,0,0,0,0,7
LFDT-way/discord-stats,2026-05,0,6,0,0,0,0,0,0,0,0,0,0,0,6
LFDT-web3j/governance,2025-08,2,1,1,1,0,0,0,0,0,0,0,0,0,5
LFDT-web3j/governance,2025-11,0,0,1,0,0,0,0,0,0,0,0,0,0,1
OpenVTC/governance,2026-03,0,1,1,1,0,0,0,0,0,0,0,0,0,3
OpenVTC/governance,2026-05,0,1,1,1,0,0,0,0,0,0,0,0,0,3
credebl/.github,2025-01,0,0,1,0,0,2,0,0,0,0,0,0,0,3
credebl/.github,2025-02,0,0,0,0,0,1,0,0,0,0,0,0,0,1
credebl/.github,2025-11,1,0,0,1,0,0,0,0,0,0,0,0,0,2
hyperledger-solang/solang,2024-09,1,1,0,0,2,1,0,0,0,0,0,0,0,5
hyperledger-solang/solang,2024-10,0,0,0,0,1,0,0,0,0,0,0,0,0,1
hyperledger/aries-bbs-go,2024-03,0,1,0,2,0,0,0,0,0,0,0,0,0,3
hyperledger/aries-bbs-go,2025-11,0,0,3,0,0,0,0,0,0,0,0,0,0,3
hyperledger/cello,2024-10,0,0,0,0,0,0,0,0,6,0,0,0,0,6
hyperledger/fabric-sdk-go,2025-04,2,1,1,1,1,0,0,0,0,0,0,0,0,6
hyperledger/identus-apollo,2024-07,1,1,0,1,0,0,0,0,0,0,0,0,0,3
hyperledger/identus-apollo,2025-01,1,1,0,1,0,0,0,0,0,0,0,0,0,3
hyperledger/sawtooth-sdk-swift,2024-01,1,0,0,1,0,0,0,0,0,0,0,0,0,2
hyperledger/sawtooth-sdk-swift,2024-02,1,1,0,0,2,0,0,0,0,0,0,0,0,4
hyperledger/solang,2024-04,1,0,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/solang,2024-06,2,1,1,1,0,0,0,0,0,0,0,0,0,5
hyperledger/web3j-cli,2024-04,1,0,3,2,0,0,0,0,0,0,0,0,0,6
hyperledger/web3j-evm,2024-04,2,0,1,3,0,0,0,0,0,0,0,0,0,6
hyperledger/web3j-unit,2024-04,2,0,2,2,0,0,0,0,0,0,0,0,0,6
open-quantum-safe/liboqs-rust,2024-03,2,0,1,1,0,0,0,0,0,0,0,0,0,4
open-quantum-safe/liboqs-rust,2026-03,0,1,0,1,0,0,0,0,0,0,0,0,0,2
openwallet-foundation-labs/.github,2024-03,2,1,1,0,0,0,0,0,0,0,0,0,0,4
openwallet-foundation-labs/.github,2024-05,1,1,0,0,0,0,0,0,0,0,0,0,0,2
openwallet-foundation/agent-framework-javascript,2024-01,2,3,0,1,0,0,0,0,0,0,0,0,0,6
openwallet-foundation/project-proposals,2025-07,0,0,0,0,2,0,0,0,0,0,0,0,0,2
openwallet-foundation/project-proposals,2026-01,0,1,0,0,0,0,0,0,0,0,0,0,0,1
openwallet-foundation/project-proposals,2026-03,1,2,0,0,0,0,0,0,0,0,0,0,0,3
LFDT-Hiero/website,2024-08,0,0,0,1,0,0,0,0,0,0,0,0,0,1
LFDT-Hiero/website,2024-09,1,1,0,0,0,1,0,0,0,0,0,0,0,3
LFDT-Hiero/website,2024-10,0,0,0,0,1,0,0,0,0,0,0,0,0,1
LFDT-Minokawa/compact,2026-01,0,2,0,0,1,1,0,0,0,0,0,1,0,5
anoncreds/anoncreds-spec-v2,2025-12,2,0,1,0,1,0,0,0,0,0,1,0,0,5
hiero-ledger/hiero-consensus-node,2025-07,1,1,1,1,1,0,0,0,0,0,0,0,0,5
hiero-ledger/hiero-local-node,2025-04,2,1,1,1,0,0,0,0,0,0,0,0,0,5
hyperledger-cacti/.github,2025-11,1,1,0,0,0,0,0,0,0,0,0,0,0,2
hyperledger-cacti/.github,2026-02,0,1,1,0,0,1,0,0,0,0,0,0,0,3
hyperledger/aries,2025-01,2,2,0,1,0,0,0,0,0,0,0,0,0,5
hyperledger/aries-vcx,2025-01,2,1,1,1,0,0,0,0,0,0,0,0,0,5
hyperledger/hyperledger.github.io,2024-03,0,1,2,0,0,0,0,0,0,0,0,0,0,3
hyperledger/hyperledger.github.io,2024-10,0,1,0,0,0,0,0,0,0,0,1,0,0,2
hyperledger/sawtooth-lib,2024-01,1,0,0,1,0,0,0,0,0,0,0,0,0,2
hyperledger/sawtooth-lib,2024-02,1,1,0,0,1,0,0,0,0,0,0,0,0,3
hyperledger/sawtooth-poet,2024-01,0,0,0,1,0,0,0,0,0,0,0,0,0,1
hyperledger/sawtooth-poet,2024-02,1,2,0,0,1,0,0,0,0,0,0,0,0,4
hyperledger/web3j-build-tools,2024-04,0,0,2,3,0,0,0,0,0,0,0,0,0,5
open-quantum-safe/openssh,2024-03,0,0,1,1,0,0,0,0,0,0,0,0,0,2
open-quantum-safe/openssh,2024-08,0,0,0,0,3,0,0,0,0,0,0,0,0,3
openwallet-foundation-labs/dcql-ts,2025-01,2,1,1,1,0,0,0,0,0,0,0,0,0,5
openwallet-foundation/agent-framework-javascript-ext,2024-01,2,1,1,1,0,0,0,0,0,0,0,0,0,5
openwallet-foundation/credo-ts,2024-01,0,0,1,0,0,0,0,0,0,1,0,0,0,2
openwallet-foundation/credo-ts,2025-01,1,0,0,1,0,0,0,0,0,0,0,0,0,2
openwallet-foundation/credo-ts,2026-03,0,0,1,0,0,0,0,0,0,0,0,0,0,1
openwallet-foundation/owl-mobile-wallet-test-harness,2025-01,2,1,1,1,0,0,0,0,0,0,0,0,0,5
pq-code-package/governance,2024-03,1,0,2,2,0,0,0,0,0,0,0,0,0,5
LF-Decentralized-Trust-labs/cbweb3,2025-04,0,0,0,1,0,0,0,0,0,0,0,0,0,1
LF-Decentralized-Trust-labs/cbweb3,2025-08,1,0,1,0,0,1,0,0,0,0,0,0,0,3
PQCA/calendar,2024-04,0,1,0,3,0,0,0,0,0,0,0,0,0,4
PQCA/cbomkit-action,2025-05,1,0,1,1,0,0,0,0,0,0,0,0,0,3
PQCA/cbomkit-action,2025-07,0,0,0,0,1,0,0,0,0,0,0,0,0,1
PQCA/sonar-cryptography,2025-05,1,0,0,1,0,0,0,0,0,0,0,0,0,2
PQCA/sonar-cryptography,2025-06,0,1,0,0,1,0,0,0,0,0,0,0,0,2
anoncreds/anoncreds-spec,2025-12,0,0,2,0,0,0,0,0,0,0,1,0,0,3
anoncreds/anoncreds-spec,2026-01,0,0,0,0,0,1,0,0,0,0,0,0,0,1
hyperledger-anoncreds/governance,2025-03,0,0,0,2,0,0,0,0,0,0,0,0,0,2
hyperledger-anoncreds/governance,2025-11,0,0,1,1,0,0,0,0,0,0,0,0,0,2
hyperledger-archives/ursa,2024-01,2,0,1,1,0,0,0,0,0,0,0,0,0,4
hyperledger-cello/cello,2025-07,0,1,0,0,3,0,0,0,0,0,0,0,0,4
hyperledger-identus/.github,2025-07,0,0,0,2,0,0,0,0,0,0,0,0,0,2
hyperledger-identus/.github,2025-11,1,1,0,0,0,0,0,0,0,0,0,0,0,2
hyperledger-labs/go-perun,2025-01,1,2,1,0,0,0,0,0,0,0,0,0,0,4
hyperledger-labs/zeto,2024-12,1,0,1,0,1,1,0,0,0,0,0,0,0,4
hyperledger/anoncreds-wrapper-javascript,2025-01,0,0,1,3,0,0,0,0,0,0,0,0,0,4
hyperledger/besu-verkle-trie,2024-03,2,1,0,0,0,0,0,0,0,0,1,0,0,4
hyperledger/indy-plenum,2024-02,0,0,0,0,0,2,0,0,0,0,0,0,0,2
hyperledger/indy-plenum,2024-12,1,1,0,0,0,0,0,0,0,0,0,0,0,2
open-quantum-safe/.github,2024-03,2,0,1,1,0,0,0,0,0,0,0,0,0,4
open-quantum-safe/liboqs-cpp,2024-03,2,0,1,1,0,0,0,0,0,0,0,0,0,4
open-quantum-safe/liboqs-go,2024-03,2,0,1,1,0,0,0,0,0,0,0,0,0,4
openwallet-foundation/agent-javascript-docs,2024-01,2,1,0,1,0,0,0,0,0,0,0,0,0,4
openwallet-foundation/askar-wrapper-js-rn,2024-11,1,1,0,2,0,0,0,0,0,0,0,0,0,4
Hyperledger-TWGC/java-gm,2025-03,2,0,1,0,0,0,0,0,0,0,0,0,0,3
LF-Decentralized-Trust-labs/aries-framework-kotlin,2025-04,1,1,1,0,0,0,0,0,0,0,0,0,0,3
LF-Decentralized-Trust-labs/contributors-site,2025-08,0,0,0,1,0,0,0,0,0,0,0,0,0,1
LF-Decentralized-Trust-labs/contributors-site,2025-11,1,0,0,1,0,0,0,0,0,0,0,0,0,2
LF-Decentralized-Trust/maintainer-days,2026-01,0,0,0,0,0,0,0,0,0,0,0,3,0,3
LF-Decentralized-Trust/tac,2024-09,0,1,0,2,0,0,0,0,0,0,0,0,0,3
LFDT-Paladin/.github,2025-10,0,1,0,1,0,0,0,0,0,0,0,0,0,2
LFDT-Paladin/.github,2025-11,0,0,0,0,0,1,0,0,0,0,0,0,0,1
LFDT-Paladin/governance,2025-10,0,0,0,1,0,0,0,0,0,0,0,0,0,1
LFDT-Paladin/governance,2025-11,1,0,0,0,0,0,0,0,0,0,0,0,0,1
LFDT-Paladin/governance,2026-01,0,0,0,0,0,1,0,0,0,0,0,0,0,1
LFDT-Regional-Chapters/LFDT-India-Chapter,2025-05,0,1,0,2,0,0,0,0,0,0,0,0,0,3
LFDT-Regional-Chapters/LFDT-Japan-Chapter,2025-05,0,1,0,2,0,0,0,0,0,0,0,0,0,3
OpenReagent/governance,2026-03,0,2,1,0,0,0,0,0,0,0,0,0,0,3
PQCA/documentation,2024-06,0,2,0,0,0,0,0,0,0,0,0,0,0,2
PQCA/documentation,2024-07,0,1,0,0,0,0,0,0,0,0,0,0,0,1
PQCA/wg-tooling,2025-01,0,0,0,1,0,0,0,0,0,0,0,0,0,1
PQCA/wg-tooling,2025-05,0,0,0,0,2,0,0,0,0,0,0,0,0,2
PQCA/wiki,2025-05,0,1,0,2,0,0,0,0,0,0,0,0,0,3
anoncreds/anoncreds-methods-registry,2025-12,0,0,2,0,0,0,0,0,0,0,1,0,0,3
cbomkit/governance,2025-10,0,0,0,1,0,0,0,0,0,0,0,0,0,1
cbomkit/governance,2025-11,1,0,1,0,0,0,0,0,0,0,0,0,0,2
hiero-ledger/hiero-did-sdk-python,2025-03,0,0,0,0,0,3,0,0,0,0,0,0,0,3
hyperledger-identus/mediator,2025-02,0,0,0,1,0,0,0,0,0,0,0,0,1,2
hyperledger-identus/mediator,2026-02,0,1,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger-labs/benchmarking-cross-chain-bridge-aggregators,2024-06,0,0,0,0,2,0,1,0,0,0,0,0,0,3
hyperledger-labs/perun-eth-backend,2025-01,1,1,1,0,0,0,0,0,0,0,0,0,0,3
hyperledger-labs/solang-playground,2024-01,0,1,0,2,0,0,0,0,0,0,0,0,0,3
hyperledger/anoncreds,2024-08,0,1,0,2,0,0,0,0,0,0,0,0,0,3
hyperledger/cacti,2024-01,0,0,0,0,0,0,1,0,0,0,0,0,0,1
hyperledger/cacti,2024-06,0,0,0,0,1,0,0,0,0,0,0,0,0,1
hyperledger/cacti,2024-08,0,0,0,0,1,0,0,0,0,0,0,0,0,1
hyperledger/fabric-x-common,2025-07,2,0,1,0,0,0,0,0,0,0,0,0,0,3
hyperledger/fabric-x-endorser,2025-07,1,1,1,0,0,0,0,0,0,0,0,0,0,3
hyperledger/firefly-cardano,2025-03,1,0,0,1,1,0,0,0,0,0,0,0,0,3
hyperledger/firefly-samples,2025-06,0,3,0,0,0,0,0,0,0,0,0,0,0,3
hyperledger/identus-edge-agent-sdk-ts,2025-01,1,1,0,1,0,0,0,0,0,0,0,0,0,3
hyperledger/identus-keycloak-plugins,2024-06,0,1,0,2,0,0,0,0,0,0,0,0,0,3
hyperledger/identus-vdr,2024-10,0,1,0,2,0,0,0,0,0,0,0,0,0,3
hyperledger/web3j-solidity-gradle-plugin,2024-04,1,0,1,1,0,0,0,0,0,0,0,0,0,3
open-quantum-safe/boringssl,2024-03,0,0,1,0,0,0,0,0,0,0,0,0,0,1
open-quantum-safe/boringssl,2024-04,1,1,0,0,0,0,0,0,0,0,0,0,0,2
open-quantum-safe/liboqs-dotnet,2024-03,2,0,0,1,0,0,0,0,0,0,0,0,0,3
open-quantum-safe/liboqs-java,2024-03,1,0,1,1,0,0,0,0,0,0,0,0,0,3
open-quantum-safe/libssh,2024-03,1,0,1,1,0,0,0,0,0,0,0,0,0,3
open-quantum-safe/profiling,2024-03,1,0,1,1,0,0,0,0,0,0,0,0,0,3
openwallet-foundation-labs/eudi-wallet-kit-react-native,2024-05,1,1,0,1,0,0,0,0,0,0,0,0,0,3
openwallet-foundation-labs/tuvali-ios-swift,2024-07,0,0,0,1,0,0,0,0,0,0,0,0,0,1
openwallet-foundation-labs/tuvali-ios-swift,2024-08,1,1,0,0,0,0,0,0,0,0,0,0,0,2
openwallet-foundation/askar,2024-12,1,0,0,1,1,0,0,0,0,0,0,0,0,3
pq-code-package/.github,2024-03,2,0,1,0,0,0,0,0,0,0,0,0,0,3
pq-code-package/mlkem-c-generic,2024-03,0,1,0,2,0,0,0,0,0,0,0,0,0,3
trustoverip/high-assurance-verifiable-identifiers,2026-03,0,0,3,0,0,0,0,0,0,0,0,0,0,3
trustoverip/spec-up-t,2025-10,0,0,0,0,3,0,0,0,0,0,0,0,0,3
Hyperledger-TWGC/net-go-gm,2025-03,1,0,1,0,0,0,0,0,0,0,0,0,0,2
LF-Decentralized-Trust-Mentorships/github-updates,2025-02,0,2,0,0,0,0,0,0,0,0,0,0,0,2
LF-Decentralized-Trust-labs/proof-of-process,2026-03,0,0,0,1,0,0,0,0,0,0,0,0,0,1
LF-Decentralized-Trust-labs/proof-of-process,2026-05,0,0,0,1,0,0,0,0,0,0,0,0,0,1
LF-Decentralized-Trust/LF-Decentralized-Trust,2024-10,0,0,0,2,0,0,0,0,0,0,0,0,0,2
LFDT-Paladin/paladin,2025-10,0,0,0,0,1,0,0,0,0,0,0,0,0,1
LFDT-Paladin/paladin,2025-11,0,1,0,0,0,0,0,0,0,0,0,0,0,1
LFDT-Regional-Chapters/LFDT-Brazil-Chapter,2025-05,0,0,0,2,0,0,0,0,0,0,0,0,0,2
LFDT-web3j/.github,2025-11,0,2,0,0,0,0,0,0,0,0,0,0,0,2
OpenVTC/dtg-credentials,2026-03,0,0,0,1,0,0,0,0,0,0,0,0,0,1
OpenVTC/dtg-credentials,2026-04,1,0,0,0,0,0,0,0,0,0,0,0,0,1
OpenVTC/openvtc,2026-04,0,0,0,0,0,0,2,0,0,0,0,0,0,2
PQCA/cbomkit-theia,2025-05,1,0,0,1,0,0,0,0,0,0,0,0,0,2
PQCA/wg-security,2024-05,0,0,0,0,1,0,0,0,0,0,0,0,0,1
PQCA/wg-security,2024-06,0,0,0,1,0,0,0,0,0,0,0,0,0,1
anoncreds/anoncreds-revocation,2025-12,0,0,2,0,0,0,0,0,0,0,0,0,0,2
anoncreds/anoncreds-rs,2025-12,0,1,1,0,0,0,0,0,0,0,0,0,0,2
anoncreds/anoncreds-wrapper-javascript,2025-12,0,2,0,0,0,0,0,0,0,0,0,0,0,2
cbomkit/tsc,2026-01,0,1,0,1,0,0,0,0,0,0,0,0,0,2
hiero-ledger/awesome-contributions,2025-05,0,0,1,0,0,1,0,0,0,0,0,0,0,2
hyperledger-aries/governance,2025-03,0,0,0,1,0,0,0,0,0,0,0,0,0,1
hyperledger-aries/governance,2025-11,0,1,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger-iroha/.github,2025-11,0,1,0,1,0,0,0,0,0,0,0,0,0,2
hyperledger-iroha/iroha-java,2025-01,1,1,0,0,0,0,0,0,0,0,0,0,0,2
hyperledger-labs/fabric-ansible-collection,2024-03,0,0,0,1,0,0,0,0,0,0,0,0,0,1
hyperledger-labs/fabric-ansible-collection,2024-04,0,0,1,0,0,0,0,0,0,0,0,0,0,1
hyperledger-labs/learning-tokens,2025-07,1,0,0,1,0,0,0,0,0,0,0,0,0,2
hyperledger-labs/perun-cosmwasm-backend,2025-01,1,0,1,0,0,0,0,0,0,0,0,0,0,2
hyperledger-labs/perun-credential-payment,2025-01,1,1,0,0,0,0,0,0,0,0,0,0,0,2
hyperledger-solang/.github,2025-11,0,2,0,0,0,0,0,0,0,0,0,0,0,2
hyperledger-web3j/web3j-sokt,2025-02,1,0,1,0,0,0,0,0,0,0,0,0,0,2
hyperledger/anoncreds-methods-registry,2025-12,0,0,0,0,0,0,0,0,2,0,0,0,0,2
hyperledger/aries-mobile-agent-react-native,2024-01,0,0,0,0,1,0,0,0,0,0,0,0,0,1
hyperledger/aries-mobile-agent-react-native,2024-02,0,0,0,0,1,0,0,0,0,0,0,0,0,1
hyperledger/besu-errorprone-checks,2024-03,1,1,0,0,0,0,0,0,0,0,0,0,0,2
hyperledger/fabric-gateway-java,2025-04,1,0,0,1,0,0,0,0,0,0,0,0,0,2
hyperledger/fabric-sdk-java,2025-04,1,0,0,1,0,0,0,0,0,0,0,0,0,2
hyperledger/fabric-sdk-node,2025-04,1,0,0,0,0,0,0,0,0,0,1,0,0,2
hyperledger/fabric-x-committer,2025-07,1,0,1,0,0,0,0,0,0,0,0,0,0,2
hyperledger/firefly-sdk-nodejs,2025-01,1,0,0,1,0,0,0,0,0,0,0,0,0,2
hyperledger/indy-did-method,2025-12,0,0,0,1,0,0,0,0,1,0,0,0,0,2
hyperledger/indy-sdk-react-native,2024-02,1,1,0,0,0,0,0,0,0,0,0,0,0,2
hyperledger/iroha,2024-04,0,0,0,0,2,0,0,0,0,0,0,0,0,2
hyperledger/solang-llvm,2024-04,1,0,0,0,0,0,0,0,0,0,1,0,0,2
hyperledger/transact,2024-01,1,1,0,0,0,0,0,0,0,0,0,0,0,2
hyperledger/web3j-gradle-plugin,2024-04,1,0,1,0,0,0,0,0,0,0,0,0,0,2
open-quantum-safe/openssl,2024-03,0,0,1,1,0,0,0,0,0,0,0,0,0,2
open-quantum-safe/oqs-provider-ry,2024-05,0,0,0,0,0,0,0,0,2,0,0,0,0,2
openwallet-foundation-labs/tmcp-python,2025-09,0,0,0,2,0,0,0,0,0,0,0,0,0,2
openwallet-foundation/acapy-plugins,2025-03,1,0,0,1,0,0,0,0,0,0,0,0,0,2
openwallet-foundation/multipaz,2025-09,0,0,0,0,0,0,2,0,0,0,0,0,0,2
openwallet-foundation/sd-jwt-js,2025-01,1,0,0,1,0,0,0,0,0,0,0,0,0,2
pq-code-package/pqcp-docs,2024-03,0,0,0,2,0,0,0,0,0,0,0,0,0,2
pq-code-package/rust-libcrux,2025-10,1,1,0,0,0,0,0,0,0,0,0,0,0,2
trustoverip/egwg-learning-pathways,2026-03,0,2,0,0,0,0,0,0,0,0,0,0,0,2
trustoverip/logo-assets,2026-03,0,0,1,1,0,0,0,0,0,0,0,0,0,2
trustoverip/tswg-dossier-specification,2025-09,0,0,0,2,0,0,0,0,0,0,0,0,0,2
Briolette/governance,2026-02,1,0,0,0,0,0,0,0,0,0,0,0,0,1
LF-Decentralized-Trust-Mentorships/multi-agent-rag,2025-07,0,0,0,1,0,0,0,0,0,0,0,0,0,1
LF-Decentralized-Trust-labs/artizyou,2025-11,0,1,0,0,0,0,0,0,0,0,0,0,0,1
LF-Decentralized-Trust-labs/chainlaunch,2025-03,0,0,0,1,0,0,0,0,0,0,0,0,0,1
LF-Decentralized-Trust-labs/fabric-chaincode-builder,2025-04,0,0,0,1,0,0,0,0,0,0,0,0,0,1
LF-Decentralized-Trust-labs/fabric-chaincode-rust,2025-04,0,0,0,1,0,0,0,0,0,0,0,0,0,1
LF-Decentralized-Trust-labs/fabric-sdk-rust,2025-04,0,0,0,1,0,0,0,0,0,0,0,0,0,1
LF-Decentralized-Trust-labs/fabric-x-block-explorer,2026-01,0,0,0,1,0,0,0,0,0,0,0,0,0,1
LF-Decentralized-Trust-labs/librevents,2025-02,0,0,0,1,0,0,0,0,0,0,0,0,0,1
LF-Decentralized-Trust-labs/one-attestation-api,2024-12,0,0,0,1,0,0,0,0,0,0,0,0,0,1
LF-Decentralized-Trust-labs/os-frontiers,2026-04,0,0,0,1,0,0,0,0,0,0,0,0,0,1
LF-Decentralized-Trust-labs/rethv,2026-05,0,0,0,1,0,0,0,0,0,0,0,0,0,1
LF-Decentralized-Trust-labs/waterfall-docs,2025-01,0,0,0,1,0,0,0,0,0,0,0,0,0,1
LF-Decentralized-Trust-labs/web3db,2024-11,0,0,0,1,0,0,0,0,0,0,0,0,0,1
LF-Decentralized-Trust-labs/zk-learning-group,2025-06,0,0,0,1,0,0,0,0,0,0,0,0,0,1
LF-Decentralized-Trust-labs/zkbk,2025-09,0,0,0,1,0,0,0,0,0,0,0,0,0,1
LFDT-Hiero/hiero,2024-08,0,0,0,1,0,0,0,0,0,0,0,0,0,1
LFDT-Paladin/zeto,2026-05,0,0,0,1,0,0,0,0,0,0,0,0,0,1
